"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 01 10:12:12 GMT 2025","Tue Apr 01 10:12:12 GMT 2025","219","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Tue Apr 01 10:12:15 GMT 2025","Tue Apr 01 10:12:15 GMT 2025","144","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:14 GMT 2025","Tue Apr 01 10:12:14 GMT 2025","97","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:15 GMT 2025","Tue Apr 01 10:12:15 GMT 2025","161","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:14 GMT 2025","Tue Apr 01 10:12:14 GMT 2025","133","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:12 GMT 2025","Tue Apr 01 10:12:13 GMT 2025","91","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Tue Apr 01 10:12:12 GMT 2025","Tue Apr 01 10:12:12 GMT 2025","143","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Tue Apr 01 10:12:09 GMT 2025","Tue Apr 01 10:12:10 GMT 2025","211","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Tue Apr 01 10:12:14 GMT 2025","Tue Apr 01 10:12:15 GMT 2025","79","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:14 GMT 2025","Tue Apr 01 10:12:14 GMT 2025","92","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:13 GMT 2025","Tue Apr 01 10:12:13 GMT 2025","93","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Tue Apr 01 10:12:07 GMT 2025","Tue Apr 01 10:12:07 GMT 2025","345","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleSearchProjectByNameTest","User should be able to search project by Name",""
"passed","Tue Apr 01 10:12:05 GMT 2025","Tue Apr 01 10:12:07 GMT 2025","1679","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","projectAdminSearchesProjectWithoutAccessTest","Project admin can find project created by Super Admin ",""
"passed","Tue Apr 01 10:12:08 GMT 2025","Tue Apr 01 10:12:09 GMT 2025","291","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Tue Apr 01 10:12:11 GMT 2025","Tue Apr 01 10:12:11 GMT 2025","121","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Tue Apr 01 10:12:18 GMT 2025","Tue Apr 01 10:12:19 GMT 2025","37","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithMockServerTest","User should be able to start build (with MockServer)",""
"passed","Tue Apr 01 10:12:11 GMT 2025","Tue Apr 01 10:12:11 GMT 2025","144","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Tue Apr 01 10:12:17 GMT 2025","Tue Apr 01 10:12:18 GMT 2025","1117","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithHelloWorldMockServerTest","User should be able to start build (with MockServer) and run echo 'Hello, world!'",""
"passed","Tue Apr 01 10:12:15 GMT 2025","Tue Apr 01 10:12:16 GMT 2025","124","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Tue Apr 01 10:12:15 GMT 2025","Tue Apr 01 10:12:15 GMT 2025","114","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
