"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 21:01:23 GMT 2025","Mon Mar 31 21:01:23 GMT 2025","58","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","unathorizedUserShouldntBeAbleCreateProjectTest","Unathorized user should not be able to create project if there are no admins",""
"passed","Mon Mar 31 21:01:22 GMT 2025","Mon Mar 31 21:01:22 GMT 2025","497","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Mar 31 21:01:25 GMT 2025","Mon Mar 31 21:01:26 GMT 2025","166","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:01:21 GMT 2025","Mon Mar 31 21:01:21 GMT 2025","251","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleSearchProjectByNameTest","User should be able to search project by Name",""
"passed","Mon Mar 31 21:01:27 GMT 2025","Mon Mar 31 21:01:27 GMT 2025","153","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:19 GMT 2025","Mon Mar 31 21:01:20 GMT 2025","971","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","projectAdminSearchesProjectWithoutAccessTest","Project admin can find project created by Super Admin ",""
"passed","Mon Mar 31 21:01:26 GMT 2025","Mon Mar 31 21:01:26 GMT 2025","252","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameIdTest","User should not be able to create two projects with the same id",""
"passed","Mon Mar 31 21:01:27 GMT 2025","Mon Mar 31 21:01:27 GMT 2025","114","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:28 GMT 2025","Mon Mar 31 21:01:28 GMT 2025","139","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:26 GMT 2025","Mon Mar 31 21:01:26 GMT 2025","105","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:01:24 GMT 2025","Mon Mar 31 21:01:24 GMT 2025","120","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:01:24 GMT 2025","Mon Mar 31 21:01:24 GMT 2025","133","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:01:28 GMT 2025","Mon Mar 31 21:01:28 GMT 2025","138","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:21 GMT 2025","Mon Mar 31 21:01:22 GMT 2025","341","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Mar 31 21:01:24 GMT 2025","Mon Mar 31 21:01:24 GMT 2025","220","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:01:00 GMT 2025","Mon Mar 31 21:01:00 GMT 2025","458","Surefire suite","Surefire test","com.example.teamcity.api.SetupTeamcityAgentTest","com.example.teamcity.api.SetupTeamcityAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Mar 31 21:01:26 GMT 2025","Mon Mar 31 21:01:27 GMT 2025","259","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesTwoProjectsWithTheSameNameTest","User should not be able to create two projects with the same name",""
"passed","Mon Mar 31 21:01:23 GMT 2025","Mon Mar 31 21:01:23 GMT 2025","306","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithTheSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Mar 31 21:01:32 GMT 2025","Mon Mar 31 21:01:32 GMT 2025","42","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithMockServerTest","User should be able to start build (with MockServer)",""
"passed","Mon Mar 31 21:01:30 GMT 2025","Mon Mar 31 21:01:32 GMT 2025","1291","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithHelloWorldMockServerTest","User should be able to start build (with MockServer) and run echo 'Hello, world!'",""
"passed","Mon Mar 31 21:01:32 GMT 2025","Mon Mar 31 21:01:40 GMT 2025","7506","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildTest","com.example.teamcity.api.StartBuildTest","userStartsBuildWithHelloWorldTest","User should be able to start build (without MockServer) and run echo 'Hello, world!'",""
"passed","Mon Mar 31 21:01:24 GMT 2025","Mon Mar 31 21:01:24 GMT 2025","127","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:01:25 GMT 2025","Mon Mar 31 21:01:25 GMT 2025","97","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:01:28 GMT 2025","Mon Mar 31 21:01:28 GMT 2025","89","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:27 GMT 2025","Mon Mar 31 21:01:27 GMT 2025","112","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:01:28 GMT 2025","Mon Mar 31 21:01:29 GMT 2025","141","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
