"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 21:21:09 GMT 2025","Mon Mar 31 21:21:10 GMT 2025","153","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:21:07 GMT 2025","Mon Mar 31 21:21:07 GMT 2025","167","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:21:06 GMT 2025","Mon Mar 31 21:21:07 GMT 2025","136","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:21:06 GMT 2025","Mon Mar 31 21:21:06 GMT 2025","162","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:21:10 GMT 2025","Mon Mar 31 21:21:10 GMT 2025","152","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:21:03 GMT 2025","Mon Mar 31 21:21:03 GMT 2025","371","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Mar 31 21:21:09 GMT 2025","Mon Mar 31 21:21:09 GMT 2025","75","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:21:02 GMT 2025","Mon Mar 31 21:21:02 GMT 2025","303","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleSearchProjectByNonExistentNameTest","User should not be able to search project by non-existent Name",""
"passed","Mon Mar 31 21:21:07 GMT 2025","Mon Mar 31 21:21:07 GMT 2025","109","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:21:12 GMT 2025","Mon Mar 31 21:21:13 GMT 2025","1484","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithHelloWorldMockServerTest","User should be able to start build (with MockServer) and run echo 'Hello, world!'",""
"passed","Mon Mar 31 21:21:08 GMT 2025","Mon Mar 31 21:21:08 GMT 2025","148","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:21:05 GMT 2025","Mon Mar 31 21:21:05 GMT 2025","147","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:21:02 GMT 2025","Mon Mar 31 21:21:02 GMT 2025","261","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleSearchProjectByNameTest","User should be able to search project by Name",""
